timestamp,temperature_c,humidity_percent,fog_detected,image_filename,dehazed_filename,processing_time_ms
2026-06-11 17:20:54,30.1,65.3,False,img_20260611_172054.jpg,dehazed_20260611_172054.jpg,251,7.704,7.872,0.167,0.761,0.0
2026-06-11 17:21:00,30.1,65.4,False,img_20260611_172100.jpg,dehazed_20260611_172100.jpg,249,7.328,7.627,0.299,0.711,0.0
2026-06-11 17:21:06,30.1,65.5,False,img_20260611_172106.jpg,dehazed_20260611_172106.jpg,253,7.742,7.879,0.137,0.748,0.0
2026-06-11 17:21:17,30.1,65.4,False,img_20260611_172117.jpg,dehazed_20260611_172117.jpg,277,7.722,7.887,0.165,0.746,0.0
2026-06-11 17:21:24,30.1,65.4,False,img_20260611_172124.jpg,dehazed_20260611_172124.jpg,245,7.795,7.925,0.13,0.752,0.0
2026-06-11 17:21:31,30.1,66.3,False,img_20260611_172131.jpg,dehazed_20260611_172131.jpg,249,7.67,7.877,0.207,0.762,0.0
2026-06-11 17:31:54,22.5,94.2,True,img_20260611_173154.jpg,dehazed_20260611_173154.jpg,119,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:15:26,22.5,94.2,True,img_20260611_181526.jpg,dehazed_20260611_181526.jpg,108,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:16:05,22.5,94.2,True,img_20260611_181605.jpg,dehazed_20260611_181605.jpg,13,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:16:31,22.5,94.2,True,img_20260611_181631.jpg,dehazed_20260611_181631.jpg,13,6.653,7.19,0.537,0.69,0.0
2026-06-11 18:17:02,22.5,94.2,True,img_20260611_181702.jpg,dehazed_20260611_181702.jpg,17,7.089,7.261,0.173,0.861,0.0
2026-06-11 18:17:21,22.5,94.2,True,img_20260611_181721.jpg,dehazed_20260611_181721.jpg,56,7.202,7.432,0.23,0.89,0.0
2026-06-11 18:22:53,22.5,94.2,True,img_20260611_182253.jpg,dehazed_20260611_182253.jpg,78,7.202,7.432,0.23,0.89,0.0
2026-06-11 18:23:14,22.5,94.2,True,img_20260611_182314.jpg,dehazed_20260611_182314.jpg,12,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:25:07,22.5,94.2,True,img_20260611_182507.jpg,dehazed_20260611_182507.jpg,13,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:29:32,22.5,94.2,True,img_20260611_182932.jpg,dehazed_20260611_182932.jpg,14,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:29:53,22.5,94.2,True,img_20260611_182953.jpg,dehazed_20260611_182953.jpg,55,7.202,7.432,0.23,0.89,0.0
2026-06-11 18:37:35,22.5,94.2,True,img_20260611_183735.jpg,dehazed_20260611_183735.jpg,74,7.202,7.432,0.23,0.89,0.0
2026-06-11 18:37:51,22.5,94.2,True,img_20260611_183751.jpg,dehazed_20260611_183751.jpg,14,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:42:16,22.5,94.2,True,img_20260611_184216.jpg,dehazed_20260611_184216.jpg,115,6.918,7.221,0.303,0.88,0.0
2026-06-11 18:42:31,22.5,94.2,True,img_20260611_184231.jpg,dehazed_20260611_184231.jpg,55,7.202,7.432,0.23,0.89,0.0
2026-06-11 18:46:52,22.5,94.2,True,img_20260611_184652.jpg,dehazed_20260611_184652.jpg,119,7.089,7.261,0.173,0.861,0.0
2026-06-11 18:48:36,22.5,94.2,True,img_20260611_184836.jpg,dehazed_20260611_184836.jpg,122,7.089,7.089,0.0,1.0,0.0
2026-06-11 18:51:15,22.5,94.2,True,img_20260611_185115.jpg,dehazed_20260611_185115.jpg,149,7.089,6.893,-0.195,0.9,0.0
2026-06-11 18:56:17,22.5,94.2,True,img_20260611_185617.jpg,dehazed_20260611_185617.jpg,52,6.653,6.753,0.1,0.779,0.0
2026-06-11 18:56:36,22.5,94.2,True,img_20260611_185636.jpg,dehazed_20260611_185636.jpg,86,7.202,6.967,-0.236,0.915,0.0
